protocol,file,application_flow_count,tx_packets,rx_packets,lost_packets,tx_bytes,rx_bytes,throughput_bps,throughput_mbps,pdr_percent,loss_percent,avg_delay_s,avg_delay_ms,avg_jitter_s,avg_jitter_ms
AODV,final1000_AODV_155.xml,2,29298,6768,22466,15820920,3654720,417682.28571428574,0.41768228571428573,23.10055293876715,76.89944706123285,0.0019426832151300238,1.9426832151300237,0.0001346808510638298,0.1346808510638298
AODV,final1000_AODV_156.xml,2,29298,15356,11501,15820920,8292240,947684.5714285715,0.9476845714285714,52.41313400232098,47.58686599767902,0.04450143266475645,44.50143266475645,0.003307785881740036,3.307785881740036
AODV,final1000_AODV_157.xml,2,29298,404,28729,15820920,218160,24932.571428571428,0.02493257142857143,1.3789337156119872,98.62106628438802,0.2741633663366337,274.16336633663366,0.004051980198019802,4.051980198019802
AODV,final1000_AODV_158.xml,2,29298,488,28682,15820920,263520,30116.571428571428,0.030116571428571427,1.6656427059867567,98.33435729401324,0.43158811475409836,431.58811475409834,0.009724364754098361,9.724364754098362
AODV,final1000_AODV_159.xml,2,29298,7018,22216,15820920,3789720,433110.85714285716,0.4331108571428572,23.953853505358726,76.04614649464128,0.006417569108007979,6.417569108007979,0.00022565118267312624,0.22565118267312625
AODV,final1000_AODV_16.xml,2,29298,6705,22271,15820920,3620700,413794.28571428574,0.4137942857142857,22.885521195986076,77.11447880401393,0.0017706189410887398,1.7706189410887399,0.00036893363161819535,0.36893363161819537
AODV,final1000_AODV_160.xml,2,29298,7369,21753,15820920,3979260,454772.5714285714,0.4547725714285714,25.1518875008533,74.84811249914671,0.13545162165829827,135.45162165829828,0.003897177364635636,3.897177364635636
AODV,final1000_AODV_161.xml,2,29298,2725,24067,15820920,1471500,168171.42857142858,0.16817142857142858,9.30097617584818,90.69902382415181,0.0006850091743119265,0.6850091743119265,2.2585100917431192e-05,0.02258510091743119
AODV,final1000_AODV_162.xml,2,29298,10552,16305,15820920,5698080,651209.1428571428,0.6512091428571428,36.016110314697244,63.983889685302756,0.10752530326004549,107.52530326004549,0.004243157695223654,4.243157695223654
AODV,final1000_AODV_163.xml,2,29298,3294,25876,15820920,1778760,203286.85714285713,0.20328685714285713,11.24308826541061,88.7569117345894,0.005805440194292653,5.805440194292653,0.0012586621129326047,1.2586621129326048
